,Category,Skills,Degree,Institution
623,BUSINESS-DEVELOPMENT,"['   MEDALS US Army Good Conduct Medal US Marine Corp Good Conduct Medal National Defene Service Medal US Army Good Conduct Medal US Marine Corp Good Conduct Medal National Defene Service Medal GOLF EXPERIENCE Shadow Valley Golf Coure Boie', ' Idaho - Caddie Service          2009-2010 Ontario Golf Coure Ontario', ' Oregon - Volunteer coure maintenance          2009-2011 Soboba Claic Nation Wide Tour  Volunteer          2009-2010 LPGA Pro Am Kraft Nabico', ' Miion Hill Country Club', ' Pro Am Caddie          2011 Profeional Golfer Career College Aociate Degree in golf Intruction         2009-2011   About me Fair play golfer', ' reading', ' learning and communicating I have other interet outide of golf uch a hore', ' traveling and other outdoor activitie Jet kiing', ' outdoor lunche with poue', ' and too many thing to want to do with little or no time to do them Outgoing energetic and fun to be around In a buine etting I am the type to roll up the leeve and grab the tak at hand Due to my military background I am able to make quick deciive deciion and work under tre  I am currently looking for the next career move in life and will embrace it energetically for the right employer I am trainable and till trive to learn at leat one thing every day  ']","[' Aociate Degree', ' High School Diploma', ' Aociate of Art', ' Profeional Golf Management']","[' National Univerity', ' Midfield high School', ' PGCC Profeional Golfer Career College', 'NA']"
624,BUSINESS-DEVELOPMENT,"['  General financial accounting and control  Strong analytical and attention detail  Multi-taking with trong deadline driven  Advanced computer kill Microoft Office uite  Word', ' Excel', ' PowerPoint', ' and Acce and QuickBook ']","[' MBA', ' BBA']","[' Univerity of Houton', ' Ambroe Alli Univerity']"
625,BUSINESS-DEVELOPMENT,"[' B2B', ' back-up', ' buine development', ' Call Center', ' cloing', ' Coach', ' cold calling', ' competitive', ' contract', ' CRM', ' client', ' client', ' databae', ' email', ' enior management', ' focu', ' hiring', ' human reource', ' inide ale', ' Director', ' marketing', ' market', ' Microoft Office Suite', ' Enterprie', ' network', ' networking', ' outide ale', ' peronnel', ' policie', ' preentation', ' pricing', ' propoal', ' Reearch', ' Sale', ' cheduling', ' Strategic', ' uperviory', 'NA']","['NA', ' Univerity of Potomac College', ' Univerity of Potomac College', ' Belford High School', ' High School Diploma']","[' WGU', ' Bachelor of Sale', ' Bachelor of Science', ' Aociate of Science', 'NA']"
626,BUSINESS-DEVELOPMENT,"[' B2B', ' back-up', ' buine development', ' Call Center', ' cloing', ' Coach', ' cold calling', ' competitive', ' contract', ' CRM', ' client', ' client', ' databae', ' email', ' enior management', ' focu', ' hiring', ' human reource', ' inide ale', ' Director', ' marketing', ' market', ' Microoft Office Suite', ' Enterprie', ' network', ' networking', ' outide ale', ' peronnel', ' policie', ' preentation', ' pricing', ' propoal', ' Reearch', ' Sale', ' cheduling', ' Strategic', ' uperviory', 'NA']","[' Aociate of Science', ' Diploma']","[' Mancheter Community College', ' Bolton High School']"
627,BUSINESS-DEVELOPMENT,['   Certified Airman private pilot  '],"[' Doctor of Buine Adminitration Management DBA', ' Mater of Buine Adminitration MBA', ' B S Computer Science']","[' Argoy Univerity', ' Embry Riddle Univerity', ' Southern Univerity']"
628,BUSINESS-DEVELOPMENT,['   Certified Airman certificate private pilot ingle engine  Six igma  '],"[' Doctor of Buine Adminitration Management DBA', ' MBA', ' Bachelor of Science']","[' Argoy Univerity', ' Embry Riddle Univerity', ' Southern Adventit Univerity']"
629,BUSINESS-DEVELOPMENT,['  Technical Sale  SAP    Social Selling  Buine Development  SPIN Selling  Network Security  Relationhip Building  Channel Partner   Cold Calling '],[' Rio Salado'],['NA']
630,BUSINESS-DEVELOPMENT,"['   Fundraiing Co - Chair for The 24 Hour Club 2016  Sutainer with The Junior League of Dalla   Chair for the Dalla Council on Drug and Alcohol Abue Campaign', ' doubled monie raied from previou year 37', '000  - 75', '000  Prebyterian Hopital Weekly Volunteer 112013 - Preent    Involvement in charitable organization uch a    The junior Symphony League', '  Univerity Park Aociation board member  The March of Dime  The Magdalena Houe  Green Houe Treatment Center   The Bridge Homele Shelter  ']",[],[]
631,BUSINESS-DEVELOPMENT,"['  Mid-Atlantic Profeional Affiliation MAPA', ' Wahington', ' DC    Mitchell InternationalJopari Adviory Board', ' San Diego', ' CA ']","[' College of Continued Accredidation', ' Executive Management', 'NA', ' HIPAA -- Profeional ']","[' Rocheter Intitute of Technology', ' Columbia Univerity', ' Revenue Storm', ' HIPAA Academy']"
632,BUSINESS-DEVELOPMENT,"['  accounting', ' budget', ' cold calling', ' Credit', ' client', ' client', ' taff training', ' Financial', ' Director', ' marketing', ' Market', ' Marketing and Management', ' material', ' Excel', ' office', ' Outlook Expre', ' Power Point', ' win', ' Word', ' networking', ' procee', ' promotion', ' public relation', ' relationhip building', ' Retaurant Management', ' Sale', ' Sale Manager', ' telemarketing ']","[' BSBA', ' MBA']","[' Xavier Univerity', ' Xavier Univerity']"
633,BUSINESS-DEVELOPMENT,"[' Bi', ' Buine Intelligence', ' Progre', ' Loan', ' Mortgage', ' Buine Development', ' Marketing', ' Operation', ' Training', ' Solution', ' Adc', ' Buine Requirement', ' Correpondence', ' Fannie Mae', ' Ge', ' Metric', ' Project Plan', ' And Marketing', ' Budget', ' Buine Proce Improvement', ' Client', ' Coaching', ' Contract', ' Drafting', ' E-learning', ' Federal Acquiition', ' Federal Government', ' Fedex', ' Integration', ' Integrator', ' Maintenance', ' Marketing Collateral', ' Marketing Department', ' Marketing Plan', ' Mentoring', ' Pricing', ' Proce Improvement', ' Propoal Development', ' Strategic Marketing', ' Uer Experience', ' Web Baed', ' Web-baed', ' White Paper', ' B2c', ' Finance', ' Increae', ' Intructor', ' Invetor Relation', ' Lending', ' Market Share', ' Mortgage Banking', ' Mortgage Lending', ' Real Etate', ' Retail', ' Retail Marketing', ' Retail Mortgage', ' Data Mining', ' Networking', ' Pentaho', ' Promotional', ' Sale', ' Sale Manager', ' Sap', ' Strategic Planning', ' Act', ' Buine Writing', ' Compounding', ' Excel', ' Fundraiing', ' Horizontal', ' Hopital Pharmacy', ' Inventory', ' Mckeon', ' Microoft Office', ' Microoft Sharepoint', ' M Office', ' Outlook', ' Outpatient', ' Powerpoint', ' Project Management', ' Publiher', ' Robotic', ' Sharepoint', ' Siebel', ' Six Sigma', ' Six-igma', ' Viio', ' Word', ' Pharmacy', ' Mba']","[' Delaware Technical Community College', "" St Joeph' Univerity"", ' Muhlenberg College']","['NA', ' Executive MBA', ' Bachelor of Art']"
634,BUSINESS-DEVELOPMENT,"[' Client', ' Satifaction', ' Accounting', ' Sale', ' Account And', ' Buine Development', ' Databae', ' Documentation', ' Exiting Account', ' Outbound Call', ' Human Reource', ' Account Payable', ' Account Receivable', ' Billing', ' Budgeting', ' Cah', ' Cah Management', ' Collection', ' Credit', ' Credit Card', ' Finance', ' Forecating', ' Including Accounting', ' Payroll', ' Accountant', ' Inbound And Outbound', ' Sale Team', ' Telemarketing', ' Budget', ' Liaion', ' Maintenance', ' Audit', ' Bookkeeping', ' Tax Return', ' Teting', ' Cahiering', ' Cutomer Service', ' Inventory', ' Inventory Control', ' Lo Prevention', ' Merchandiing', ' Problem Reolution', ' Receptionit', ' Retail Sale', ' Sale Counter', ' Stocking', ' Driver', ' Managerial', ' Networking', ' Marketing', ' Progre']","[' Colorado State Univerity', ' Colorado State Univerity', ' Bachelor of Buine Adminitration']","[' Mater of Organizational Leaderhip Human Reource', ' Mater of Buine Adminitration', 'NA']"
635,BUSINESS-DEVELOPMENT,"['  10-key', ' accounting', ' accounting oftware', ' account payable', ' adminitrative', ' billing', ' bookkeeping', ' calculator', ' chart', ' clerical', ' commoditie', ' email', '  fax', ' filing', ' financial tatement', '  general office dutie', ' government', ' inurance', ' inventory', ' letter', ' material', ' meeting', ' Merchandiing', ' meaging', ' mail', ' office equipment', ' organizing', ' payroll', ' peronnel', ' copy machine', ' coding', ' recording', ' Retail Management', ' ale', ' cheduling', ' peeche', ' preadheet', '  multi-line telephone', ' employee training', ' travel arrangement', ' typewriter', ' voice mail', ' word proceing', '  ']","['NA', ' High School Diploma']","[' Purdue Univerity', ' Bluffton High School']"
636,BUSINESS-DEVELOPMENT,"['  Buine Development', ' SuperbCutomer Service', ' Cold Calling', '\xa0Relationhip Building', ' Marketing', ' MarketReearch', ' Variou CRM oftware product including Saleforce', ' Salepoint', ' ZOHO', 'and Outlook', '\xa0Developing\xa0Marketing Material', ' Complaint Reolution', 'Buine-to-buine', ' Cabinet', ' Sale', ' Directing Large Team', ' Motivating TeamMember', ' Identifying and Capturing New Market', ' Public Speaking', ' ProblemSolving', ' Critical Thinking', ' Leaderhip', '\xa0Performance Analyi', ' and BudgetDevelopment and Forecating ']","[' Bachelor of Art', 'NA', 'NA']","[' Charleton Southern Univerity', ' Dale Carnegie Univerity', ' Dartmouth Univerity']"
637,BUSINESS-DEVELOPMENT,"[' Sale', ' Marketing', ' Sale And', ' Conultative Sale', ' And Marketing', ' Marketing Management', ' Of Sale', ' Product Support', ' Strategic Planning', ' Direct Sale', ' Engineer', ' Mixing', ' Chromatography', ' Equipment Sale', ' Filtration', ' Marketing Collateral', ' Pricing', ' Product Manager', ' Product Poitioning', ' Salemarketing', ' Training', ' Sale In', ' Selling And', ' Strategic Direction', ' The Sale', ' Thought Leaderhip', ' Aet Management', ' Buine Development', ' Client', ' Offhore', ' Operation', ' Product Lifecycle', ' Product Lifecycle Management', ' Solution', ' Auditing', ' Buine Analyi', ' Developed Sale', ' Financial Operation', ' Internet Marketing', ' Million', ' Optimization', ' Outide Sale', ' Product Concept', ' Prototype', ' Prototype', ' Sale Channel', ' Sale For', ' Sale Of', ' Search Engine', ' Search Engine Optimization', ' Selling Technique', ' Seo', ' Teting', ' Through Sale', ' Voice', ' Mba']",[' MBA'],['NA']
638,BUSINESS-DEVELOPMENT,"[' Packaging', ' Accountable For', ' Maintenance', ' Operation', ' Training', ' Aociate', ' Autocad', ' Cbt', ' Computer Baed Training', ' Engineer', ' Fdot', ' Machine Safety', ' Me', ' Project Engineer', ' Safety Training', ' Sap', ' Vacuum', ' Award', ' Budget', ' Fifo', ' Self-directed', ' Warehoue Management', ' Merchandiing', ' Buine Development', ' Mitigation', ' Sale', ' New Product Development', ' Product Development', ' Tranmiion', ' And Sale', ' Ibm Svc', ' Integrated Marketing Campaign', ' Marketing', ' Marketing Campaign', ' Promotional', ' Sale Support', ' Svc', ' Crm', ' Cutomer Relationhip Management', ' Pricing', ' It', ' Jar', ' Account Management', ' Change Management', ' Exceed', ' Leaderhip Skill', ' Manufacturing Procee', ' Marketing Strategy', ' Mentoring', ' New Product', ' Operation Management', ' Problem Solving', ' Project Management', ' Recruiter', ' Six Sigma', ' Six-igma', ' Financial Management', ' Branding', ' Continuou Improvement']","[' Mater of Buine Adminitration', ' Sun Yan Set Univerity', ' EAFIT Univerity', ' HACE Leaderhip Academy']","[' Univerity of North Florida Coggin School of Buine', ' Bachelor of Science', 'NA', 'NA']"
639,BUSINESS-DEVELOPMENT,['   Hold United State Permanent Reident tatu  previouly  held Extraordinary Ability 01 Via  '],"[' Aociate of Art', 'NA', ' CFA  CHARTERED FINANCIAL ANALYST  level 1', ' Bachelor of Science']","[' MIAMI DADE COLLEGE', ' ZAGREB SCHOOL OF ECONOMICS  MANAGEMENT', ' FLORIDA INTERNATIONAL UNIVERSITY', 'NA']"
640,BUSINESS-DEVELOPMENT,"[' accounting', ' ABC', ' advertiing', ' Buine Development', ' Buine Intelligence Software', ' cloing', ' CMS', ' com', ' conultant', ' content', ' Content Management', ' converion', ' CRM', ' client', ' direct mail', ' economic', ' feature', ' forecating', ' internet marketing', ' Director', ' marketing', ' market', ' meaging', ' negotiation', ' negotiation', ' network', ' online marketing', ' producer', ' purchaing', ' retail', ' elling', ' ale', ' ale forecating', ' San', ' Telecom', ' phone', ' webite']",[' BS'],[' Virginia Commonwealth Univerity']
641,BUSINESS-DEVELOPMENT,"[' advertiing', ' Application Development', ' Baic', ' billing', ' buine development', ' buine plan', ' cold calling', ' computer maintenance', ' hardware', ' conulting', ' clientele', ' client', ' client', ' Financial', ' information technology', ' IT Strategy', ' employee management', ' managing', ' marketing plan', ' marketing', ' market', ' meeting', ' Exchange', ' Office', ' Window', ' Network', ' networking', ' Page', ' performance review', ' peronnel', ' profit', ' real-time', ' reearch', ' elling', ' Sale', ' trategy', ' trategic marketing', ' uperviory']",[' Urbana Univerity'],[' Bachelor of Science']
642,BUSINESS-DEVELOPMENT,"['  Fluent in oral  written Spanih', ' reading competency in French', ' proficient in Microoft Word', ' Excel', ' PowerPoint', ' and Outlook MAS90', ' MAS200', ' Greatplain ']","[' Aociate of Art', ' Irvine Valley College', ' Bachelor of Art', ' Autonomou Univerity of Guadalajara', ' Certificate', ' State of the Art Buine Work', ' Certificate', ' 8th and Walton']","[' ', '  - ', ' ', '  - ', ' ', '  - ', ' ', '  - ']"
643,BUSINESS-DEVELOPMENT,"['  Computer', ' Interperonal', ' Cutomer Service', ' Analytical', ' Relationhip Driven', ' Training', ' Preentational', ' Sale ']","[' Bachelor', ' American Intercontinental Univerity']","[' ', '  - ']"
644,BUSINESS-DEVELOPMENT,"['   Community Leaderhip Rock Steady Boxing', "" Volunteer Coach for program deigned to provide betterment of life for boxer diagnoed with Parkinon' Aited with the ditribution of ponorhip information to contact a well a annual table captain for two peronal table Junior Achievement of Indianapoli"", ' Volunteer for JA of Indy a well at BizTown a a mentor to tudent Familie Firt', ' Volunteer and hold eat of Adviory Council Board Member Helped gain donated item for ilentlive auction at annual event Helped with et up and organization of annual event Chritian Chamber of Commerce', ' Yearly ponor of monthly lunch erie MyComputerCareercom', ' Guet Speaker dicuing importance of LinkedIN and poible advantage and diadvantage of ocial media in the job marketplace Cardboard Box Minitrie', ' Mentor to organization and currently hold eat on Board of Director   ']","["" Aociate' degree"", ' Bachelor of Science']","[' Ahford Univerity', ' Ahford Univerity']"
645,BUSINESS-DEVELOPMENT,"['     Client  reference   General Air Conditioning  Heating  2 year-Extenive portfolio', ' commercial reel', ' alary information', ' and tellar recommendation available upon requet-  ']",[' BA'],['NA']
646,BUSINESS-DEVELOPMENT,"[' photo', ' advertiing', ' approach', ' agency', ' benefit', ' brand trategy', ' brand trategy', ' Branding', ' broadcat', ' buine development', ' Buine trategy', ' C', ' cloing', ' Coaching', ' cold calling', ' Strong interperonal kill', ' communication kill', ' interperonal kill', ' concept', ' concie', ' Conultant', ' Client', ' Client', ' cutomer ervice', ' deciion making', ' delivery', ' direct mail', ' direction', ' E-mail', ' enior management', ' Financial', ' Focu', ' frame', ' leaderhip', ' litening', ' Director', ' Managing', ' marketing trategy', ' marketing', ' market', ' meeting', ' acce', ' negotiating', ' Network', ' networking', ' next', ' package deign', ' peak', ' photography', ' preentation', ' Preentation kill', ' pre', ' print advertiing', ' print deign', ' Problem olving', ' Project management', ' propoal', ' Propoal development', ' propoal', ' Expre', ' rapport', ' recruiting', ' Recruiter', ' Relationhip management', ' Report writing', ' Reearch', ' elling', ' Sale', ' cheduling', ' Scientific', ' Self motivated', ' Strategit', ' Strategy', ' trategic', ' teamwork', ' Team player', ' tranportation', ' Viion', ' Webite']",[' Aociate of Art'],[' Palm Beach Community College']
